SET IDENTITY_INSERT [dbo].[shedule] ON
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (1, N'2023-09-01 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (189, N'2023-10-02 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (190, N'2023-10-02 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (191, N'2023-10-02 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (192, N'2023-10-02 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (193, N'2023-10-03 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (194, N'2023-10-03 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (195, N'2023-10-03 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (196, N'2023-10-03 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (197, N'2023-10-03 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (198, N'2023-10-03 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (199, N'2023-10-04 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (200, N'2023-10-04 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (201, N'2023-10-04 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (202, N'2023-10-04 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (203, N'2023-10-04 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (204, N'2023-10-04 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (205, N'2023-10-05 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (206, N'2023-10-05 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (207, N'2023-10-05 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (208, N'2023-10-05 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (209, N'2023-10-05 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (210, N'2023-10-05 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (211, N'2023-10-06 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (212, N'2023-10-06 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (213, N'2023-10-06 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (214, N'2023-10-06 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (215, N'2023-10-06 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (216, N'2023-10-06 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (217, N'2023-10-07 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (218, N'2023-10-07 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (219, N'2023-10-07 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (220, N'2023-10-07 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (221, N'2023-10-07 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (222, N'2023-10-07 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (223, N'2023-10-08 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (224, N'2023-10-08 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (225, N'2023-10-08 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (226, N'2023-10-08 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (227, N'2023-10-08 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (228, N'2023-10-08 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (229, N'2023-10-09 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (230, N'2023-10-09 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (231, N'2023-10-09 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (232, N'2023-10-09 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (233, N'2023-10-09 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (234, N'2023-10-09 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (235, N'2023-10-10 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (236, N'2023-10-10 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (237, N'2023-10-10 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (238, N'2023-10-10 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (239, N'2023-10-10 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (240, N'2023-10-10 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (241, N'2023-10-11 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (242, N'2023-10-11 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (243, N'2023-10-11 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (244, N'2023-10-11 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (245, N'2023-10-11 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (246, N'2023-10-11 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (247, N'2023-10-12 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (248, N'2023-10-12 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (249, N'2023-10-12 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (250, N'2023-10-12 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (251, N'2023-10-12 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (252, N'2023-10-12 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (253, N'2023-10-13 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (254, N'2023-10-13 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (255, N'2023-10-13 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (256, N'2023-10-13 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (257, N'2023-10-13 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (258, N'2023-10-13 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (259, N'2023-10-14 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (260, N'2023-10-14 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (261, N'2023-10-14 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (262, N'2023-10-14 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (263, N'2023-10-14 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (264, N'2023-10-14 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (265, N'2023-10-15 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (266, N'2023-10-15 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (267, N'2023-10-15 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (268, N'2023-10-15 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (269, N'2023-10-15 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (270, N'2023-10-15 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (271, N'2023-10-16 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (272, N'2023-10-16 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (273, N'2023-10-16 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (274, N'2023-10-16 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (275, N'2023-10-16 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (276, N'2023-10-16 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (277, N'2023-10-17 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (278, N'2023-10-17 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (279, N'2023-10-17 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (280, N'2023-10-17 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (281, N'2023-10-17 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (282, N'2023-10-17 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (283, N'2023-10-18 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (284, N'2023-10-18 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (285, N'2023-10-18 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (286, N'2023-10-18 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (287, N'2023-10-18 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (288, N'2023-10-18 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (289, N'2023-10-19 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (290, N'2023-10-19 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (291, N'2023-10-19 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (292, N'2023-10-19 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (293, N'2023-10-19 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (294, N'2023-10-19 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (295, N'2023-10-20 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (296, N'2023-10-20 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (297, N'2023-10-20 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (298, N'2023-10-20 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (299, N'2023-10-20 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (300, N'2023-10-20 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (301, N'2023-10-21 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (302, N'2023-10-21 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (303, N'2023-10-21 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (304, N'2023-10-21 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (305, N'2023-10-21 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (306, N'2023-10-21 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (307, N'2023-10-22 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (308, N'2023-10-22 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (309, N'2023-10-22 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (310, N'2023-10-22 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (311, N'2023-10-22 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (312, N'2023-10-22 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (313, N'2023-10-23 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (314, N'2023-10-23 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (315, N'2023-10-23 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (316, N'2023-10-23 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (317, N'2023-10-23 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (318, N'2023-10-23 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (319, N'2023-10-24 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (320, N'2023-10-24 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (321, N'2023-10-24 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (322, N'2023-10-24 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (323, N'2023-10-24 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (324, N'2023-10-24 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (325, N'2023-10-25 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (326, N'2023-10-25 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (327, N'2023-10-25 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (328, N'2023-10-25 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (329, N'2023-10-25 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (330, N'2023-10-25 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (331, N'2023-10-26 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (332, N'2023-10-26 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (333, N'2023-10-26 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (334, N'2023-10-26 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (335, N'2023-10-26 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (336, N'2023-10-26 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (337, N'2023-10-27 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (338, N'2023-10-27 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (339, N'2023-10-27 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (340, N'2023-10-27 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (341, N'2023-10-27 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (342, N'2023-10-27 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (343, N'2023-10-28 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (344, N'2023-10-28 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (345, N'2023-10-28 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (346, N'2023-10-28 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (347, N'2023-10-28 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (348, N'2023-10-28 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (349, N'2023-10-29 00:00:00', N'В', 0, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (350, N'2023-10-29 00:00:00', N'В', 0, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (351, N'2023-10-29 00:00:00', N'В', 0, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (352, N'2023-10-29 00:00:00', N'В', 0, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (353, N'2023-10-29 00:00:00', N'В', 0, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (354, N'2023-10-29 00:00:00', N'В', 0, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (355, N'2023-10-30 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (356, N'2023-10-30 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (357, N'2023-10-30 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (358, N'2023-10-30 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (359, N'2023-10-30 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (360, N'2023-10-30 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (361, N'2023-10-31 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (362, N'2023-10-31 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (363, N'2023-10-31 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (364, N'2023-10-31 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (365, N'2023-10-31 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (366, N'2023-10-31 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (367, N'2023-11-01 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (368, N'2023-11-01 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (369, N'2023-11-01 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (370, N'2023-11-01 00:00:00', N'Я', 8, 4)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (371, N'2023-11-01 00:00:00', N'Я', 8, 5)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (372, N'2023-11-01 00:00:00', N'Я', 8, 6)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (373, N'2023-11-02 00:00:00', N'Я', 8, 1)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (374, N'2023-11-02 00:00:00', N'Я', 8, 2)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (375, N'2023-11-02 00:00:00', N'Я', 8, 3)
INSERT INTO [dbo].[shedule] ([Id], [date], [status], [hours], [emploeeId]) VALUES (376, N'2023-11-02 00:00:00', N'Я', 8, 4)
